window,building,timestamp,y_true,y_pred,is_anomaly,resid
0,Hog_parking_Antoinette,2016-12-10 00:00:00,18.0,17.261421231429793,0.0,0.738578768570207
0,Hog_parking_Antoinette,2016-12-10 01:00:00,18.0,16.833114837026255,0.0,1.1668851629737453
0,Hog_parking_Antoinette,2016-12-10 02:00:00,18.0,16.820666636908268,0.0,1.1793333630917324
0,Hog_parking_Antoinette,2016-12-10 03:00:00,18.0,17.935089600323185,0.0,0.06491039967681544
0,Hog_parking_Antoinette,2016-12-10 04:00:00,18.0,18.523663694675953,0.0,0.5236636946759532
0,Hog_parking_Antoinette,2016-12-10 05:00:00,18.0,21.011040944932713,0.0,3.011040944932713
0,Hog_parking_Antoinette,2016-12-10 06:00:00,18.0,22.270772250606367,0.0,4.270772250606367
0,Hog_parking_Antoinette,2016-12-10 07:00:00,32.0,23.272201811263802,0.0,8.727798188736198
0,Hog_parking_Antoinette,2016-12-10 08:00:00,34.0,24.444077150239153,0.0,9.555922849760847
0,Hog_parking_Antoinette,2016-12-10 09:00:00,33.0,24.165486841063505,0.0,8.834513158936495
0,Hog_parking_Antoinette,2016-12-10 10:00:00,34.0,22.630583147203005,0.0,11.369416852796995
0,Hog_parking_Antoinette,2016-12-10 11:00:00,33.57142857142857,21.405933804305523,0.0,12.165494767123047
0,Hog_parking_Antoinette,2016-12-10 12:00:00,33.142857142857146,22.147027927190862,0.0,10.995829215666284
0,Hog_parking_Antoinette,2016-12-10 13:00:00,32.714285714285715,21.407767799192573,0.0,11.306517915093142
0,Hog_parking_Antoinette,2016-12-10 14:00:00,32.285714285714285,20.891207548030703,0.0,11.394506737683582
0,Hog_parking_Antoinette,2016-12-10 15:00:00,31.857142857142858,20.177749907948787,0.0,11.679392949194071
0,Hog_parking_Antoinette,2016-12-10 16:00:00,31.42857142857143,19.53465302483168,0.0,11.89391840373975
0,Hog_parking_Antoinette,2016-12-10 17:00:00,31.0,16.246164237758553,0.0,14.753835762241447
0,Hog_parking_Antoinette,2016-12-10 18:00:00,22.0,16.8381846391048,0.0,5.161815360895201
0,Hog_parking_Antoinette,2016-12-10 19:00:00,22.0,15.459973554162431,0.0,6.540026445837569
