window,building,timestamp,y_true,y_pred,is_anomaly,resid
0,Hog_parking_Antoinette,2016-12-10 00:00:00,18.0,16.870428482607352,0.0,1.1295715173926482
0,Hog_parking_Antoinette,2016-12-10 01:00:00,18.0,16.1970755818981,0.0,1.8029244181018989
0,Hog_parking_Antoinette,2016-12-10 02:00:00,18.0,16.197701232792962,0.0,1.8022987672070379
0,Hog_parking_Antoinette,2016-12-10 03:00:00,18.0,17.271734862873107,0.0,0.7282651371268933
0,Hog_parking_Antoinette,2016-12-10 04:00:00,18.0,18.324392489430537,0.0,0.32439248943053656
0,Hog_parking_Antoinette,2016-12-10 05:00:00,18.0,19.617271630166044,0.0,1.6172716301660444
0,Hog_parking_Antoinette,2016-12-10 06:00:00,18.0,20.577907053685895,0.0,2.5779070536858946
0,Hog_parking_Antoinette,2016-12-10 07:00:00,32.0,23.402783016768293,0.0,8.597216983231707
0,Hog_parking_Antoinette,2016-12-10 08:00:00,34.0,25.85337202877762,0.0,8.14662797122238
0,Hog_parking_Antoinette,2016-12-10 09:00:00,33.0,23.43496058551427,0.0,9.565039414485732
0,Hog_parking_Antoinette,2016-12-10 10:00:00,34.0,23.50104967404356,0.0,10.49895032595644
0,Hog_parking_Antoinette,2016-12-10 11:00:00,33.57142857142857,20.872350755247968,0.0,12.699077816180601
0,Hog_parking_Antoinette,2016-12-10 12:00:00,33.142857142857146,21.003462337208845,0.0,12.139394805648301
0,Hog_parking_Antoinette,2016-12-10 13:00:00,32.714285714285715,20.73385642760655,0.0,11.980429286679165
0,Hog_parking_Antoinette,2016-12-10 14:00:00,32.285714285714285,19.890867934224115,0.0,12.39484635149017
0,Hog_parking_Antoinette,2016-12-10 15:00:00,31.857142857142858,19.191576430820408,0.0,12.66556642632245
0,Hog_parking_Antoinette,2016-12-10 16:00:00,31.42857142857143,18.222425311667372,0.0,13.206146116904058
0,Hog_parking_Antoinette,2016-12-10 17:00:00,31.0,15.075225606111319,0.0,15.924774393888681
0,Hog_parking_Antoinette,2016-12-10 18:00:00,22.0,15.418917260795864,0.0,6.5810827392041364
0,Hog_parking_Antoinette,2016-12-10 19:00:00,22.0,14.31093953960148,0.0,7.689060460398521
0,Hog_parking_Antoinette,2016-12-10 20:00:00,22.0,15.178274236030399,0.0,6.821725763969601
0,Hog_parking_Antoinette,2016-12-10 21:00:00,22.0,15.525834971919965,0.0,6.474165028080035
0,Hog_parking_Antoinette,2016-12-10 22:00:00,21.0,16.029560301960004,0.0,4.970439698039996
0,Hog_parking_Antoinette,2016-12-10 23:00:00,20.25,16.331801475842678,0.0,3.9181985241573223
0,Fox_office_Vicki,2016-12-10 00:00:00,107.96,96.24128201996818,0.0,11.718717980031812
0,Fox_office_Vicki,2016-12-10 01:00:00,107.97,94.6242107246136,0.0,13.345789275386394
0,Fox_office_Vicki,2016-12-10 02:00:00,103.25,94.38486737800442,0.0,8.865132621995585
0,Fox_office_Vicki,2016-12-10 03:00:00,94.35,94.53246675917755,0.0,0.18246675917755795
0,Fox_office_Vicki,2016-12-10 04:00:00,95.18,92.10503043349563,0.0,3.074969566504379
0,Fox_office_Vicki,2016-12-10 05:00:00,98.86,91.54083922942729,0.0,7.319160770572708
0,Fox_office_Vicki,2016-12-10 06:00:00,101.84,89.75380752682973,0.0,12.086192473170271
0,Fox_office_Vicki,2016-12-10 07:00:00,101.57,94.49519692719744,0.0,7.074803072802553
0,Fox_office_Vicki,2016-12-10 08:00:00,100.26,98.9948504278553,0.0,1.2651495721447077
0,Fox_office_Vicki,2016-12-10 09:00:00,102.39,109.44687300318904,0.0,7.05687300318904
0,Fox_office_Vicki,2016-12-10 10:00:00,106.7,111.94574769429742,0.0,5.245747694297421
0,Fox_office_Vicki,2016-12-10 11:00:00,109.36,114.69616588961249,0.0,5.336165889612488
0,Fox_office_Vicki,2016-12-10 12:00:00,106.43,114.17647045844163,0.0,7.746470458441621
0,Fox_office_Vicki,2016-12-10 13:00:00,115.58,115.79788866385562,0.0,0.2178886638556179
0,Fox_office_Vicki,2016-12-10 14:00:00,123.13,120.91904616198853,0.0,2.210953838011463
0,Fox_office_Vicki,2016-12-10 15:00:00,119.61,112.81550203356313,0.0,6.7944979664368645
0,Fox_office_Vicki,2016-12-10 16:00:00,118.17,116.21353838583195,0.0,1.9564616141680489
0,Fox_office_Vicki,2016-12-10 17:00:00,110.44,111.74347788341842,0.0,1.3034778834184237
0,Fox_office_Vicki,2016-12-10 18:00:00,108.45,106.92529630395562,0.0,1.5247036960443836
0,Fox_office_Vicki,2016-12-10 19:00:00,103.06,97.89158345735962,0.0,5.1684165426403865
0,Fox_office_Vicki,2016-12-10 20:00:00,105.52,96.76829796006739,0.0,8.75170203993261
0,Fox_office_Vicki,2016-12-10 21:00:00,101.74,94.57878415968214,0.0,7.161215840317851
0,Fox_office_Vicki,2016-12-10 22:00:00,106.17,94.57878415968214,0.0,11.591215840317858
0,Fox_office_Vicki,2016-12-10 23:00:00,106.1,93.20058218784678,0.0,12.899417812153217
0,Fox_office_Joy,2016-12-10 00:00:00,130.17,143.72291686659688,0.0,13.552916866596888
0,Fox_office_Joy,2016-12-10 01:00:00,126.27,132.7835294362438,0.0,6.5135294362438145
0,Fox_office_Joy,2016-12-10 02:00:00,134.99,137.6333087066413,0.0,2.643308706641278
0,Fox_office_Joy,2016-12-10 03:00:00,135.39,137.6333087066413,0.0,2.243308706641301
0,Fox_office_Joy,2016-12-10 04:00:00,134.01,137.67921235590967,0.0,3.6692123559096785
0,Fox_office_Joy,2016-12-10 05:00:00,131.22,136.28467775439978,0.0,5.064677754399781
0,Fox_office_Joy,2016-12-10 06:00:00,131.67,136.50440363379678,0.0,4.834403633796796
0,Fox_office_Joy,2016-12-10 07:00:00,127.71,143.57137168760212,0.0,15.86137168760213
0,Fox_office_Joy,2016-12-10 08:00:00,130.49,153.04308162143957,0.0,22.55308162143956
0,Fox_office_Joy,2016-12-10 09:00:00,147.14,166.10383279907558,0.0,18.96383279907559
0,Fox_office_Joy,2016-12-10 10:00:00,158.86,168.00267911769524,0.0,9.142679117695224
0,Fox_office_Joy,2016-12-10 11:00:00,158.56,167.780200575973,0.0,9.220200575972996
0,Fox_office_Joy,2016-12-10 12:00:00,160.12,171.4499758746687,0.0,11.32997587466869
0,Fox_office_Joy,2016-12-10 13:00:00,154.06,168.4112767139058,0.0,14.351276713905804
0,Fox_office_Joy,2016-12-10 14:00:00,156.98,167.93524919344193,0.0,10.955249193441944
0,Fox_office_Joy,2016-12-10 15:00:00,152.55,161.33553705383582,0.0,8.78553705383581
0,Fox_office_Joy,2016-12-10 16:00:00,149.35,158.82259011001824,0.0,9.472590110018245
0,Fox_office_Joy,2016-12-10 17:00:00,150.05,148.95044886740985,0.0,1.0995511325901646
0,Fox_office_Joy,2016-12-10 18:00:00,150.9,144.1329947784132,0.0,6.7670052215868
0,Fox_office_Joy,2016-12-10 19:00:00,148.65,143.51747048835932,0.0,5.1325295116406835
0,Fox_office_Joy,2016-12-10 20:00:00,146.79,142.06292249635865,0.0,4.72707750364134
0,Fox_office_Joy,2016-12-10 21:00:00,146.32,136.47822729106608,0.0,9.841772708933917
0,Fox_office_Joy,2016-12-10 22:00:00,143.24,136.50685247426097,0.0,6.733147525739042
0,Fox_office_Joy,2016-12-10 23:00:00,142.69,134.35646357194548,0.0,8.333536428054515
0,Hog_services_Marshall,2016-12-10 00:00:00,61.635,61.91114147404019,0.0,0.2761414740401946
0,Hog_services_Marshall,2016-12-10 01:00:00,58.459,60.57155631611435,0.0,2.1125563161143504
0,Hog_services_Marshall,2016-12-10 02:00:00,58.062,60.95097603944148,0.0,2.8889760394414807
0,Hog_services_Marshall,2016-12-10 03:00:00,57.386,60.95097603944148,0.0,3.5649760394414756
0,Hog_services_Marshall,2016-12-10 04:00:00,58.93899999999999,60.59883317725689,0.0,1.6598331772568997
0,Hog_services_Marshall,2016-12-10 05:00:00,57.543,60.448606730833326,0.0,2.905606730833327
0,Hog_services_Marshall,2016-12-10 06:00:00,58.05,61.131893675525085,0.0,3.0818936755250874
0,Hog_services_Marshall,2016-12-10 07:00:00,57.453,69.3062320174071,0.0,11.853232017407095
0,Hog_services_Marshall,2016-12-10 08:00:00,58.279,68.47899477205813,0.0,10.199994772058126
0,Hog_services_Marshall,2016-12-10 09:00:00,57.403,64.92414989742213,0.0,7.521149897422127
0,Hog_services_Marshall,2016-12-10 10:00:00,57.375,63.351975756160684,0.0,5.976975756160684
0,Hog_services_Marshall,2016-12-10 11:00:00,58.31399999999999,63.63106477661904,0.0,5.317064776619048
0,Hog_services_Marshall,2016-12-10 12:00:00,56.665,64.52248887475515,0.0,7.8574888747551555
0,Hog_services_Marshall,2016-12-10 13:00:00,58.276,62.63096179504301,0.0,4.354961795043003
0,Hog_services_Marshall,2016-12-10 14:00:00,56.911,63.05213666070156,0.0,6.141136660701555
0,Hog_services_Marshall,2016-12-10 15:00:00,55.997,64.36197540330896,0.0,8.36497540330896
0,Hog_services_Marshall,2016-12-10 16:00:00,58.198,68.2269434193973,0.0,10.0289434193973
0,Hog_services_Marshall,2016-12-10 17:00:00,57.007,61.75023233096162,0.0,4.743232330961625
0,Hog_services_Marshall,2016-12-10 18:00:00,56.933,60.521424816989864,0.0,3.588424816989864
0,Hog_services_Marshall,2016-12-10 19:00:00,57.574,60.819280848250266,0.0,3.2452808482502675
0,Hog_services_Marshall,2016-12-10 20:00:00,57.902,61.092555000907204,0.0,3.190555000907203
0,Hog_services_Marshall,2016-12-10 21:00:00,57.232,61.15864509799799,0.0,3.9266450979979908
0,Hog_services_Marshall,2016-12-10 22:00:00,57.881,61.15864509799799,0.0,3.27764509799799
0,Hog_services_Marshall,2016-12-10 23:00:00,56.349,62.03805815632036,0.0,5.689058156320364
0,Bull_office_Ella,2016-12-10 00:00:00,86.28571428571429,74.34922200883462,0.0,11.936492276879676
0,Bull_office_Ella,2016-12-10 01:00:00,86.42857142857143,81.98008295260138,0.0,4.448488475970052
0,Bull_office_Ella,2016-12-10 02:00:00,86.57142857142857,80.70065592481117,0.0,5.870772646617397
0,Bull_office_Ella,2016-12-10 03:00:00,86.71428571428571,79.97463861398052,0.0,6.739647100305191
0,Bull_office_Ella,2016-12-10 04:00:00,86.85714285714286,80.39707718955188,0.0,6.460065667590982
0,Bull_office_Ella,2016-12-10 05:00:00,87.0,100.88303674621962,0.0,13.883036746219616
0,Bull_office_Ella,2016-12-10 06:00:00,84.0,103.50817268527439,0.0,19.50817268527439
0,Bull_office_Ella,2016-12-10 07:00:00,83.0,103.01636048597591,0.0,20.01636048597591
0,Bull_office_Ella,2016-12-10 08:00:00,72.0,100.61113792477313,0.0,28.611137924773132
0,Bull_office_Ella,2016-12-10 09:00:00,60.0,120.52105307461925,0.0,60.521053074619246
0,Bull_office_Ella,2016-12-10 10:00:00,61.0,140.0608847304143,0.0,79.0608847304143
0,Bull_office_Ella,2016-12-10 11:00:00,62.0,136.91194239169764,0.0,74.91194239169764
0,Bull_office_Ella,2016-12-10 12:00:00,61.0,139.81838350698203,0.0,78.81838350698203
0,Bull_office_Ella,2016-12-10 13:00:00,62.0,333.0383743744219,0.0,271.0383743744219
0,Bull_office_Ella,2016-12-10 14:00:00,59.0,357.81066247018936,0.0,298.81066247018936
0,Bull_office_Ella,2016-12-10 15:00:00,63.0,334.0888583358943,0.0,271.0888583358943
0,Bull_office_Ella,2016-12-10 16:00:00,59.0,301.12785384587585,0.0,242.12785384587585
0,Bull_office_Ella,2016-12-10 17:00:00,62.0,98.32801797879759,0.0,36.32801797879759
0,Bull_office_Ella,2016-12-10 18:00:00,61.0,101.13397324721673,0.0,40.13397324721673
0,Bull_office_Ella,2016-12-10 19:00:00,64.0,104.29799305019826,0.0,40.29799305019826
0,Bull_office_Ella,2016-12-10 20:00:00,83.0,128.37358680045864,0.0,45.37358680045864
0,Bull_office_Ella,2016-12-10 21:00:00,85.0,131.10166427437608,0.0,46.10166427437608
0,Bull_office_Ella,2016-12-10 22:00:00,82.0,130.1323745308163,0.0,48.13237453081629
0,Bull_office_Ella,2016-12-10 23:00:00,83.0,128.73720475134087,0.0,45.73720475134087
0,Fox_education_Elvira,2016-12-10 00:00:00,117.72,133.39255321601465,0.0,15.672553216014649
0,Fox_education_Elvira,2016-12-10 01:00:00,116.65,130.3227950584352,0.0,13.672795058435185
0,Fox_education_Elvira,2016-12-10 02:00:00,116.35,130.63633862143078,0.0,14.286338621430787
0,Fox_education_Elvira,2016-12-10 03:00:00,116.3,140.34632794690893,0.0,24.04632794690893
0,Fox_education_Elvira,2016-12-10 04:00:00,117.47,150.64930908726737,0.0,33.17930908726737
0,Fox_education_Elvira,2016-12-10 05:00:00,231.11,268.4944437967275,0.0,37.38444379672751
0,Fox_education_Elvira,2016-12-10 06:00:00,299.86,313.4464856085052,0.0,13.5864856085052
0,Fox_education_Elvira,2016-12-10 07:00:00,313.91,331.9179396373571,0.0,18.007939637357083
0,Fox_education_Elvira,2016-12-10 08:00:00,294.22,330.3810073227395,0.0,36.161007322739465
0,Fox_education_Elvira,2016-12-10 09:00:00,275.68,321.11179101533526,0.0,45.43179101533525
0,Fox_education_Elvira,2016-12-10 10:00:00,243.4,279.6641307524545,0.0,36.26413075245452
0,Fox_education_Elvira,2016-12-10 11:00:00,210.18,243.8341495863468,0.0,33.65414958634679
0,Fox_education_Elvira,2016-12-10 12:00:00,199.11,221.12568276624071,0.0,22.0156827662407
0,Fox_education_Elvira,2016-12-10 13:00:00,199.43,206.74478481991827,0.0,7.314784819918259
0,Fox_education_Elvira,2016-12-10 14:00:00,184.78,198.11546099731305,0.0,13.33546099731305
0,Fox_education_Elvira,2016-12-10 15:00:00,179.98,191.9536777776564,0.0,11.973677777656405
0,Fox_education_Elvira,2016-12-10 16:00:00,180.88,191.9065400615839,0.0,11.026540061583916
0,Fox_education_Elvira,2016-12-10 17:00:00,189.5,195.8877944935542,0.0,6.387794493554196
0,Fox_education_Elvira,2016-12-10 18:00:00,197.74,194.48377403187988,0.0,3.256225968120134
0,Fox_education_Elvira,2016-12-10 19:00:00,196.02,193.25820653829362,0.0,2.7617934617063895
0,Fox_education_Elvira,2016-12-10 20:00:00,195.37,188.14072734209682,0.0,7.229272657903181
0,Fox_education_Elvira,2016-12-10 21:00:00,137.7,152.43335514236531,0.0,14.733355142365326
0,Fox_education_Elvira,2016-12-10 22:00:00,126.52,135.72271595160655,0.0,9.20271595160655
0,Fox_education_Elvira,2016-12-10 23:00:00,122.67,129.4293518742356,0.0,6.759351874235605
0,Bull_office_Sally,2016-12-10 00:00:00,112.0,363.26875282613764,0.0,251.26875282613764
0,Bull_office_Sally,2016-12-10 01:00:00,69.0,292.7722243777091,0.0,223.7722243777091
0,Bull_office_Sally,2016-12-10 02:00:00,55.0,292.7669094156808,0.0,237.7669094156808
0,Bull_office_Sally,2016-12-10 03:00:00,53.0,292.68079155576055,0.0,239.68079155576055
0,Bull_office_Sally,2016-12-10 04:00:00,52.0,369.4675460557685,0.0,317.4675460557685
0,Bull_office_Sally,2016-12-10 05:00:00,53.0,279.2707094685515,0.0,226.2707094685515
0,Bull_office_Sally,2016-12-10 06:00:00,58.0,336.38803550907903,0.0,278.38803550907903
0,Bull_office_Sally,2016-12-10 07:00:00,97.0,387.34219792268823,0.0,290.34219792268823
0,Bull_office_Sally,2016-12-10 08:00:00,103.0,1125.6822287283887,0.0,1022.6822287283887
0,Bull_office_Sally,2016-12-10 09:00:00,93.0,1149.604511082236,0.0,1056.604511082236
0,Bull_office_Sally,2016-12-10 10:00:00,91.0,109.06208131269332,0.0,18.062081312693323
0,Bull_office_Sally,2016-12-10 11:00:00,103.0,111.50675039707308,0.0,8.506750397073077
0,Bull_office_Sally,2016-12-10 12:00:00,101.0,112.10065867871391,0.0,11.100658678713913
0,Bull_office_Sally,2016-12-10 13:00:00,99.0,115.81477535136352,0.0,16.814775351363522
0,Bull_office_Sally,2016-12-10 14:00:00,108.0,114.32910196755735,0.0,6.329101967557349
0,Bull_office_Sally,2016-12-10 15:00:00,110.0,113.75965657876621,0.0,3.7596565787662115
0,Bull_office_Sally,2016-12-10 16:00:00,109.0,119.44674684560128,0.0,10.446746845601282
0,Bull_office_Sally,2016-12-10 17:00:00,124.0,119.73785469311096,0.0,4.262145306889039
0,Bull_office_Sally,2016-12-10 18:00:00,123.0,122.13033434560404,0.0,0.8696656543959591
0,Bull_office_Sally,2016-12-10 19:00:00,112.0,111.38429989324034,0.0,0.615700106759661
0,Bull_office_Sally,2016-12-10 20:00:00,109.66666666666669,103.70239347798913,0.0,5.964273188677552
0,Bull_office_Sally,2016-12-10 21:00:00,107.33333333333331,102.04285223756789,0.0,5.290481095765429
0,Bull_office_Sally,2016-12-10 22:00:00,105.0,101.54219227160193,0.0,3.457807728398066
0,Bull_office_Sally,2016-12-10 23:00:00,109.0,98.87453344745049,0.0,10.125466552549511
0,Fox_education_Charles,2016-12-10 00:00:00,9.62,10.13869962633585,0.0,0.5186996263358505
0,Fox_education_Charles,2016-12-10 01:00:00,9.55,10.108964758815247,0.0,0.5589647588152467
0,Fox_education_Charles,2016-12-10 02:00:00,9.75,10.109590409710108,0.0,0.35959040971010836
0,Fox_education_Charles,2016-12-10 03:00:00,9.69,10.109590409710108,0.0,0.41959040971010886
