window,building,timestamp,y_true,y_pred
0,Hog_parking_Antoinette,2017-01-02 00:00:00,18.0,18.25
0,Hog_parking_Antoinette,2017-01-02 01:00:00,18.2,17.9375
0,Hog_parking_Antoinette,2017-01-02 02:00:00,18.4,17.625
0,Hog_parking_Antoinette,2017-01-02 03:00:00,18.6,17.3125
0,Hog_parking_Antoinette,2017-01-02 04:00:00,18.8,17.0
0,Hog_parking_Antoinette,2017-01-02 05:00:00,19.0,19.0
0,Hog_parking_Antoinette,2017-01-02 06:00:00,18.0,21.0
0,Hog_parking_Antoinette,2017-01-02 07:00:00,18.285714285714285,22.0
0,Hog_parking_Antoinette,2017-01-02 08:00:00,18.571428571428573,24.0
0,Hog_parking_Antoinette,2017-01-02 09:00:00,18.857142857142858,24.0
0,Hog_parking_Antoinette,2017-01-02 10:00:00,19.142857142857142,24.0
0,Hog_parking_Antoinette,2017-01-02 11:00:00,19.428571428571427,24.0
0,Hog_parking_Antoinette,2017-01-02 12:00:00,19.714285714285715,24.0
0,Hog_parking_Antoinette,2017-01-02 13:00:00,20.0,24.0
0,Hog_parking_Antoinette,2017-01-02 14:00:00,18.0,23.33333333333333
0,Hog_parking_Antoinette,2017-01-02 15:00:00,19.0,22.666666666666668
0,Hog_parking_Antoinette,2017-01-02 16:00:00,18.0,22.0
0,Hog_parking_Antoinette,2017-01-02 17:00:00,19.0,18.0
0,Hog_parking_Antoinette,2017-01-02 18:00:00,20.0,20.0
0,Hog_parking_Antoinette,2017-01-02 19:00:00,17.0,19.0
0,Hog_parking_Antoinette,2017-01-02 20:00:00,20.0,19.2
0,Hog_parking_Antoinette,2017-01-02 21:00:00,19.0,19.4
0,Hog_parking_Antoinette,2017-01-02 22:00:00,19.428571428571427,19.6
0,Hog_parking_Antoinette,2017-01-02 23:00:00,19.857142857142858,19.8
0,Hog_parking_Antoinette,2017-01-03 00:00:00,20.285714285714285,20.0
0,Hog_parking_Antoinette,2017-01-03 01:00:00,20.714285714285715,20.2
0,Hog_parking_Antoinette,2017-01-03 02:00:00,21.142857142857142,20.4
0,Hog_parking_Antoinette,2017-01-03 03:00:00,21.57142857142857,20.6
0,Hog_parking_Antoinette,2017-01-03 04:00:00,22.0,20.8
0,Hog_parking_Antoinette,2017-01-03 05:00:00,20.0,21.0
0,Hog_parking_Antoinette,2017-01-03 06:00:00,23.0,24.0
0,Hog_parking_Antoinette,2017-01-03 07:00:00,25.0,25.0
0,Hog_parking_Antoinette,2017-01-03 08:00:00,28.0,27.0
0,Hog_parking_Antoinette,2017-01-03 09:00:00,26.33333333333333,25.0
0,Hog_parking_Antoinette,2017-01-03 10:00:00,24.666666666666668,24.75
0,Hog_parking_Antoinette,2017-01-03 11:00:00,23.0,24.5
0,Hog_parking_Antoinette,2017-01-03 12:00:00,24.0,24.25
0,Hog_parking_Antoinette,2017-01-03 13:00:00,23.0,24.0
0,Hog_parking_Antoinette,2017-01-03 14:00:00,24.0,23.0
0,Hog_parking_Antoinette,2017-01-03 15:00:00,23.0,22.0
0,Hog_parking_Antoinette,2017-01-03 16:00:00,25.0,20.0
0,Hog_parking_Antoinette,2017-01-03 17:00:00,21.0,15.0
0,Hog_parking_Antoinette,2017-01-03 18:00:00,21.444444444444443,19.0
0,Hog_parking_Antoinette,2017-01-03 19:00:00,21.88888888888889,21.0
0,Hog_parking_Antoinette,2017-01-03 20:00:00,22.33333333333333,21.0
0,Hog_parking_Antoinette,2017-01-03 21:00:00,22.77777777777778,21.0
0,Hog_parking_Antoinette,2017-01-03 22:00:00,23.22222222222222,21.0
0,Hog_parking_Antoinette,2017-01-03 23:00:00,23.666666666666668,21.0
0,Hog_parking_Antoinette,2017-01-04 00:00:00,24.11111111111111,21.0
0,Hog_parking_Antoinette,2017-01-04 01:00:00,24.55555555555556,21.0
0,Hog_parking_Antoinette,2017-01-04 02:00:00,25.0,21.0
0,Hog_parking_Antoinette,2017-01-04 03:00:00,24.0,21.0
0,Hog_parking_Antoinette,2017-01-04 04:00:00,25.0,20.0
0,Hog_parking_Antoinette,2017-01-04 05:00:00,26.0,20.666666666666668
0,Hog_parking_Antoinette,2017-01-04 06:00:00,29.0,21.33333333333333
0,Hog_parking_Antoinette,2017-01-04 07:00:00,30.0,22.0
0,Hog_parking_Antoinette,2017-01-04 08:00:00,31.0,25.0
0,Hog_parking_Antoinette,2017-01-04 09:00:00,33.0,24.0
0,Hog_parking_Antoinette,2017-01-04 10:00:00,32.666666666666664,23.0
0,Hog_parking_Antoinette,2017-01-04 11:00:00,32.333333333333336,21.0
0,Hog_parking_Antoinette,2017-01-04 12:00:00,32.0,23.0
0,Hog_parking_Antoinette,2017-01-04 13:00:00,31.0,21.75
0,Hog_parking_Antoinette,2017-01-04 14:00:00,30.0,20.5
0,Hog_parking_Antoinette,2017-01-04 15:00:00,31.0,19.25
0,Hog_parking_Antoinette,2017-01-04 16:00:00,30.0,18.0
0,Hog_parking_Antoinette,2017-01-04 17:00:00,27.0,15.0
0,Hog_parking_Antoinette,2017-01-04 18:00:00,28.0,17.0
0,Hog_parking_Antoinette,2017-01-04 19:00:00,26.0,16.0
0,Hog_parking_Antoinette,2017-01-04 20:00:00,28.0,17.333333333333332
0,Hog_parking_Antoinette,2017-01-04 21:00:00,28.2,18.666666666666668
0,Hog_parking_Antoinette,2017-01-04 22:00:00,28.4,20.0
0,Hog_parking_Antoinette,2017-01-04 23:00:00,28.6,19.0
0,Hog_parking_Antoinette,2017-01-05 00:00:00,28.8,18.33333333333333
0,Hog_parking_Antoinette,2017-01-05 01:00:00,29.0,17.666666666666668
0,Hog_parking_Antoinette,2017-01-05 02:00:00,30.285714285714285,17.0
0,Hog_parking_Antoinette,2017-01-05 03:00:00,31.571428571428573,17.666666666666668
0,Hog_parking_Antoinette,2017-01-05 04:00:00,32.85714285714286,18.33333333333333
0,Hog_parking_Antoinette,2017-01-05 05:00:00,34.142857142857146,19.0
0,Hog_parking_Antoinette,2017-01-05 06:00:00,35.42857142857143,21.33333333333333
0,Hog_parking_Antoinette,2017-01-05 07:00:00,36.71428571428572,23.666666666666668
0,Hog_parking_Antoinette,2017-01-05 08:00:00,38.0,26.0
0,Hog_parking_Antoinette,2017-01-05 09:00:00,37.0,25.0
0,Hog_parking_Antoinette,2017-01-05 10:00:00,38.0,24.0
0,Hog_parking_Antoinette,2017-01-05 11:00:00,37.0,23.666666666666668
0,Hog_parking_Antoinette,2017-01-05 12:00:00,32.0,23.33333333333333
0,Hog_parking_Antoinette,2017-01-05 13:00:00,33.0,23.0
0,Hog_parking_Antoinette,2017-01-05 14:00:00,32.666666666666664,22.0
0,Hog_parking_Antoinette,2017-01-05 15:00:00,32.333333333333336,21.0
0,Hog_parking_Antoinette,2017-01-05 16:00:00,32.0,19.0
0,Hog_parking_Antoinette,2017-01-05 17:00:00,31.2,15.0
0,Hog_parking_Antoinette,2017-01-05 18:00:00,30.4,15.444444444444445
0,Hog_parking_Antoinette,2017-01-05 19:00:00,29.6,15.88888888888889
0,Hog_parking_Antoinette,2017-01-05 20:00:00,28.8,16.333333333333332
0,Hog_parking_Antoinette,2017-01-05 21:00:00,28.0,16.77777777777778
0,Hog_parking_Antoinette,2017-01-05 22:00:00,27.0,17.22222222222222
0,Hog_parking_Antoinette,2017-01-05 23:00:00,28.0,17.666666666666668
0,Hog_parking_Antoinette,2017-01-06 00:00:00,28.666666666666668,18.11111111111111
0,Hog_parking_Antoinette,2017-01-06 01:00:00,29.33333333333333,18.55555555555556
0,Hog_parking_Antoinette,2017-01-06 02:00:00,30.0,19.0
0,Hog_parking_Antoinette,2017-01-06 03:00:00,30.666666666666668,19.33333333333333
0,Hog_parking_Antoinette,2017-01-06 04:00:00,31.33333333333333,19.666666666666668
0,Hog_parking_Antoinette,2017-01-06 05:00:00,32.0,20.0
0,Hog_parking_Antoinette,2017-01-06 06:00:00,32.142857142857146,21.0
0,Hog_parking_Antoinette,2017-01-06 07:00:00,32.285714285714285,22.0
0,Hog_parking_Antoinette,2017-01-06 08:00:00,32.42857142857143,26.0
0,Hog_parking_Antoinette,2017-01-06 09:00:00,32.57142857142857,24.0
0,Hog_parking_Antoinette,2017-01-06 10:00:00,32.714285714285715,25.0
0,Hog_parking_Antoinette,2017-01-06 11:00:00,32.857142857142854,23.0
0,Hog_parking_Antoinette,2017-01-06 12:00:00,33.0,25.0
0,Hog_parking_Antoinette,2017-01-06 13:00:00,32.0,24.0
0,Hog_parking_Antoinette,2017-01-06 14:00:00,31.0,23.0
0,Hog_parking_Antoinette,2017-01-06 15:00:00,29.33333333333333,22.0
0,Hog_parking_Antoinette,2017-01-06 16:00:00,27.666666666666668,21.0
0,Hog_parking_Antoinette,2017-01-06 17:00:00,26.0,20.0
0,Hog_parking_Antoinette,2017-01-06 18:00:00,18.0,15.0
0,Hog_parking_Antoinette,2017-01-06 19:00:00,18.0,16.0
0,Hog_parking_Antoinette,2017-01-06 20:00:00,18.0,15.77777777777778
0,Hog_parking_Antoinette,2017-01-06 21:00:00,18.0,15.555555555555555
0,Hog_parking_Antoinette,2017-01-06 22:00:00,18.0,15.333333333333334
0,Hog_parking_Antoinette,2017-01-06 23:00:00,18.0,15.11111111111111
0,Hog_parking_Antoinette,2017-01-07 00:00:00,18.0,14.88888888888889
0,Hog_parking_Antoinette,2017-01-07 01:00:00,18.0,14.666666666666666
0,Hog_parking_Antoinette,2017-01-07 02:00:00,20.33333333333333,14.444444444444445
0,Hog_parking_Antoinette,2017-01-07 03:00:00,22.666666666666668,14.22222222222222
0,Hog_parking_Antoinette,2017-01-07 04:00:00,25.0,14.0
0,Hog_parking_Antoinette,2017-01-07 05:00:00,27.333333333333336,18.33333333333333
0,Hog_parking_Antoinette,2017-01-07 06:00:00,29.666666666666668,22.666666666666664
0,Hog_parking_Antoinette,2017-01-07 07:00:00,32.0,27.0
0,Hog_parking_Antoinette,2017-01-07 08:00:00,35.0,25.666666666666668
0,Hog_parking_Antoinette,2017-01-07 09:00:00,33.0,24.33333333333333
0,Hog_parking_Antoinette,2017-01-07 10:00:00,32.0,23.0
0,Hog_parking_Antoinette,2017-01-07 11:00:00,34.0,19.0
0,Hog_parking_Antoinette,2017-01-07 12:00:00,31.0,18.666666666666668
0,Hog_parking_Antoinette,2017-01-07 13:00:00,30.0,18.33333333333333
0,Hog_parking_Antoinette,2017-01-07 14:00:00,29.0,18.0
0,Hog_parking_Antoinette,2017-01-07 15:00:00,30.0,17.666666666666668
0,Hog_parking_Antoinette,2017-01-07 16:00:00,31.0,17.333333333333332
0,Hog_parking_Antoinette,2017-01-07 17:00:00,27.0,17.0
0,Hog_parking_Antoinette,2017-01-07 18:00:00,17.0,16.666666666666668
0,Hog_parking_Antoinette,2017-01-07 19:00:00,18.0,16.333333333333332
0,Hog_parking_Antoinette,2017-01-07 20:00:00,18.0,16.0
0,Hog_parking_Antoinette,2017-01-07 21:00:00,18.0,16.0
0,Hog_parking_Antoinette,2017-01-07 22:00:00,18.0,16.0
0,Hog_parking_Antoinette,2017-01-07 23:00:00,18.142857142857142,16.0
0,Hog_parking_Antoinette,2017-01-08 00:00:00,18.285714285714285,17.375
0,Hog_parking_Antoinette,2017-01-08 01:00:00,18.428571428571427,18.75
0,Hog_parking_Antoinette,2017-01-08 02:00:00,18.571428571428573,20.125
0,Hog_parking_Antoinette,2017-01-08 03:00:00,18.714285714285715,21.5
0,Hog_parking_Antoinette,2017-01-08 04:00:00,18.857142857142858,22.875
0,Hog_parking_Antoinette,2017-01-08 05:00:00,19.0,24.25
