window,building,timestamp,y_true,y_pred
0,Hog_parking_Antoinette,2017-01-08 00:00:00,18.285714285714285,17.375
0,Hog_parking_Antoinette,2017-01-08 01:00:00,18.428571428571427,18.75
0,Hog_parking_Antoinette,2017-01-08 02:00:00,18.571428571428573,20.125
0,Hog_parking_Antoinette,2017-01-08 03:00:00,18.714285714285715,21.5
0,Hog_parking_Antoinette,2017-01-08 04:00:00,18.857142857142858,22.875
0,Hog_parking_Antoinette,2017-01-08 05:00:00,19.0,24.25
0,Hog_parking_Antoinette,2017-01-08 06:00:00,20.0,25.625
0,Hog_parking_Antoinette,2017-01-08 07:00:00,31.0,27.0
0,Hog_parking_Antoinette,2017-01-08 08:00:00,31.33333333333333,28.0
0,Hog_parking_Antoinette,2017-01-08 09:00:00,31.666666666666668,27.0
0,Hog_parking_Antoinette,2017-01-08 10:00:00,32.0,26.0
0,Hog_parking_Antoinette,2017-01-08 11:00:00,31.0,22.0
0,Hog_parking_Antoinette,2017-01-08 12:00:00,30.33333333333333,17.0
0,Hog_parking_Antoinette,2017-01-08 13:00:00,29.666666666666668,16.4
0,Hog_parking_Antoinette,2017-01-08 14:00:00,29.0,15.8
0,Hog_parking_Antoinette,2017-01-08 15:00:00,28.33333333333333,15.2
0,Hog_parking_Antoinette,2017-01-08 16:00:00,27.666666666666668,14.6
0,Hog_parking_Antoinette,2017-01-08 17:00:00,27.0,14.0
0,Hog_parking_Antoinette,2017-01-08 18:00:00,29.0,16.0
0,Hog_parking_Antoinette,2017-01-08 19:00:00,28.33333333333333,17.0
0,Hog_parking_Antoinette,2017-01-08 20:00:00,27.666666666666668,17.2
0,Hog_parking_Antoinette,2017-01-08 21:00:00,27.0,17.4
0,Hog_parking_Antoinette,2017-01-08 22:00:00,26.0,17.6
0,Hog_parking_Antoinette,2017-01-08 23:00:00,25.0,17.8
0,Fox_office_Vicki,2017-01-08 00:00:00,93.7,103.3
0,Fox_office_Vicki,2017-01-08 01:00:00,98.35,104.12
0,Fox_office_Vicki,2017-01-08 02:00:00,96.65,104.44
0,Fox_office_Vicki,2017-01-08 03:00:00,97.96,105.35
0,Fox_office_Vicki,2017-01-08 04:00:00,99.4,104.22
0,Fox_office_Vicki,2017-01-08 05:00:00,97.34,103.13
0,Fox_office_Vicki,2017-01-08 06:00:00,97.13,100.31
0,Fox_office_Vicki,2017-01-08 07:00:00,102.77,98.92
0,Fox_office_Vicki,2017-01-08 08:00:00,96.79,99.4
0,Fox_office_Vicki,2017-01-08 09:00:00,91.63,97.16
0,Fox_office_Vicki,2017-01-08 10:00:00,93.5,98.08
0,Fox_office_Vicki,2017-01-08 11:00:00,96.23,94.35
0,Fox_office_Vicki,2017-01-08 12:00:00,99.8,95.29
0,Fox_office_Vicki,2017-01-08 13:00:00,106.36,101.07
0,Fox_office_Vicki,2017-01-08 14:00:00,109.64,99.65
0,Fox_office_Vicki,2017-01-08 15:00:00,111.03,94.66
0,Fox_office_Vicki,2017-01-08 16:00:00,111.8,93.18
0,Fox_office_Vicki,2017-01-08 17:00:00,112.02,94.96
0,Fox_office_Vicki,2017-01-08 18:00:00,107.87,97.31
0,Fox_office_Vicki,2017-01-08 19:00:00,105.97666666666667,99.28
0,Fox_office_Vicki,2017-01-08 20:00:00,104.08333333333331,98.06333333333332
0,Fox_office_Vicki,2017-01-08 21:00:00,102.19,96.84666666666666
0,Fox_office_Vicki,2017-01-08 22:00:00,101.56,95.63
0,Fox_office_Vicki,2017-01-08 23:00:00,103.02,96.08
0,Fox_office_Joy,2017-01-08 00:00:00,123.54,122.16
0,Fox_office_Joy,2017-01-08 01:00:00,121.89,121.87
0,Fox_office_Joy,2017-01-08 02:00:00,129.55,129.39
0,Fox_office_Joy,2017-01-08 03:00:00,129.68,130.35
0,Fox_office_Joy,2017-01-08 04:00:00,126.94,128.39
0,Fox_office_Joy,2017-01-08 05:00:00,127.73,126.74
0,Fox_office_Joy,2017-01-08 06:00:00,127.1,129.33
0,Fox_office_Joy,2017-01-08 07:00:00,125.45,127.09
0,Fox_office_Joy,2017-01-08 08:00:00,126.57,121.44
0,Fox_office_Joy,2017-01-08 09:00:00,133.26,120.7
0,Fox_office_Joy,2017-01-08 10:00:00,142.0,123.73
0,Fox_office_Joy,2017-01-08 11:00:00,153.17,128.67
0,Fox_office_Joy,2017-01-08 12:00:00,153.68,130.02
0,Fox_office_Joy,2017-01-08 13:00:00,155.71,125.04
0,Fox_office_Joy,2017-01-08 14:00:00,150.56,125.78
0,Fox_office_Joy,2017-01-08 15:00:00,148.78,123.34
0,Fox_office_Joy,2017-01-08 16:00:00,147.98,125.42
0,Fox_office_Joy,2017-01-08 17:00:00,144.37,125.94
0,Fox_office_Joy,2017-01-08 18:00:00,152.09,133.1
0,Fox_office_Joy,2017-01-08 19:00:00,148.75,131.67
0,Fox_office_Joy,2017-01-08 20:00:00,143.87,128.95
0,Fox_office_Joy,2017-01-08 21:00:00,138.31,124.98
0,Fox_office_Joy,2017-01-08 22:00:00,143.44,122.16
0,Fox_office_Joy,2017-01-08 23:00:00,140.57,124.4
0,Hog_services_Marshall,2017-01-08 00:00:00,53.935,57.299
0,Hog_services_Marshall,2017-01-08 01:00:00,53.801,57.03
0,Hog_services_Marshall,2017-01-08 02:00:00,53.367,57.875
0,Hog_services_Marshall,2017-01-08 03:00:00,53.374,57.24
0,Hog_services_Marshall,2017-01-08 04:00:00,53.304,58.397
0,Hog_services_Marshall,2017-01-08 05:00:00,53.238,57.253
0,Hog_services_Marshall,2017-01-08 06:00:00,53.61600000000001,57.842
0,Hog_services_Marshall,2017-01-08 07:00:00,53.816,57.764
0,Hog_services_Marshall,2017-01-08 08:00:00,53.56100000000001,57.887
0,Hog_services_Marshall,2017-01-08 09:00:00,53.098,57.058
0,Hog_services_Marshall,2017-01-08 10:00:00,52.967,55.712
0,Hog_services_Marshall,2017-01-08 11:00:00,57.40600000000001,56.365
0,Hog_services_Marshall,2017-01-08 12:00:00,56.094,55.76
0,Hog_services_Marshall,2017-01-08 13:00:00,56.678,56.215
0,Hog_services_Marshall,2017-01-08 14:00:00,56.034,55.867
0,Hog_services_Marshall,2017-01-08 15:00:00,56.374,56.457
0,Hog_services_Marshall,2017-01-08 16:00:00,58.221,56.24
0,Hog_services_Marshall,2017-01-08 17:00:00,57.611,57.055
0,Hog_services_Marshall,2017-01-08 18:00:00,58.07100000000001,57.767
0,Hog_services_Marshall,2017-01-08 19:00:00,58.024,57.76
0,Hog_services_Marshall,2017-01-08 20:00:00,57.89,58.279
0,Hog_services_Marshall,2017-01-08 21:00:00,57.738,57.698
0,Hog_services_Marshall,2017-01-08 22:00:00,57.637,58.00899999999999
0,Hog_services_Marshall,2017-01-08 23:00:00,57.319,57.322
0,Bull_office_Ella,2017-01-08 00:00:00,105.75,78.0
0,Bull_office_Ella,2017-01-08 01:00:00,105.0,77.0
0,Bull_office_Ella,2017-01-08 02:00:00,104.0,79.0
0,Bull_office_Ella,2017-01-08 03:00:00,103.0,77.0
0,Bull_office_Ella,2017-01-08 04:00:00,104.0,80.0
0,Bull_office_Ella,2017-01-08 05:00:00,103.0,79.0
0,Bull_office_Ella,2017-01-08 06:00:00,105.0,77.0
0,Bull_office_Ella,2017-01-08 07:00:00,104.0,79.0
0,Bull_office_Ella,2017-01-08 08:00:00,93.0,69.0
0,Bull_office_Ella,2017-01-08 09:00:00,81.0,66.25
0,Bull_office_Ella,2017-01-08 10:00:00,82.0,63.5
0,Bull_office_Ella,2017-01-08 11:00:00,81.33333333333333,60.75
0,Bull_office_Ella,2017-01-08 12:00:00,80.66666666666667,58.0
0,Bull_office_Ella,2017-01-08 13:00:00,80.0,56.0
0,Bull_office_Ella,2017-01-08 14:00:00,81.0,55.0
0,Bull_office_Ella,2017-01-08 15:00:00,79.0,60.0
0,Bull_office_Ella,2017-01-08 16:00:00,81.0,56.0
0,Bull_office_Ella,2017-01-08 17:00:00,81.66666666666667,57.0
0,Bull_office_Ella,2017-01-08 18:00:00,82.33333333333333,56.0
0,Bull_office_Ella,2017-01-08 19:00:00,83.0,61.0
0,Bull_office_Ella,2017-01-08 20:00:00,101.0,63.85714285714285
0,Bull_office_Ella,2017-01-08 21:00:00,100.0,66.71428571428571
0,Bull_office_Ella,2017-01-08 22:00:00,98.0,69.57142857142857
0,Bull_office_Ella,2017-01-08 23:00:00,102.0,72.42857142857143
0,Fox_education_Elvira,2017-01-08 00:00:00,143.53,133.19
0,Fox_education_Elvira,2017-01-08 01:00:00,139.98,126.98
0,Fox_education_Elvira,2017-01-08 02:00:00,134.66,124.76
0,Fox_education_Elvira,2017-01-08 03:00:00,137.18,128.72
0,Fox_education_Elvira,2017-01-08 04:00:00,142.86,127.92
0,Fox_education_Elvira,2017-01-08 05:00:00,257.4,213.54
0,Fox_education_Elvira,2017-01-08 06:00:00,289.13,269.16
0,Fox_education_Elvira,2017-01-08 07:00:00,306.97,276.69
0,Fox_education_Elvira,2017-01-08 08:00:00,292.11,253.85
0,Fox_education_Elvira,2017-01-08 09:00:00,264.47,196.06
0,Fox_education_Elvira,2017-01-08 10:00:00,231.47,224.89
0,Fox_education_Elvira,2017-01-08 11:00:00,185.17,230.56
0,Fox_education_Elvira,2017-01-08 12:00:00,179.03,226.37
0,Fox_education_Elvira,2017-01-08 13:00:00,170.44,215.61
0,Fox_education_Elvira,2017-01-08 14:00:00,167.29,224.32
0,Fox_education_Elvira,2017-01-08 15:00:00,169.9,251.49
0,Fox_education_Elvira,2017-01-08 16:00:00,170.58,250.96
0,Fox_education_Elvira,2017-01-08 17:00:00,165.38,258.74
0,Fox_education_Elvira,2017-01-08 18:00:00,173.31,263.62
0,Fox_education_Elvira,2017-01-08 19:00:00,183.16,259.02
0,Fox_education_Elvira,2017-01-08 20:00:00,184.11,267.64
0,Fox_education_Elvira,2017-01-08 21:00:00,139.18,183.33
0,Fox_education_Elvira,2017-01-08 22:00:00,123.65,147.21
0,Fox_education_Elvira,2017-01-08 23:00:00,124.96,143.4
0,Bull_office_Sally,2017-01-08 00:00:00,119.0,51.0
0,Bull_office_Sally,2017-01-08 01:00:00,81.0,52.0
0,Bull_office_Sally,2017-01-08 02:00:00,59.0,48.0
0,Bull_office_Sally,2017-01-08 03:00:00,53.0,50.0
0,Bull_office_Sally,2017-01-08 04:00:00,52.0,49.0
0,Bull_office_Sally,2017-01-08 05:00:00,56.0,51.0
0,Bull_office_Sally,2017-01-08 06:00:00,62.0,49.333333333333336
0,Bull_office_Sally,2017-01-08 07:00:00,100.0,47.66666666666666
0,Bull_office_Sally,2017-01-08 08:00:00,94.0,46.0
0,Bull_office_Sally,2017-01-08 09:00:00,91.0,51.0
0,Bull_office_Sally,2017-01-08 10:00:00,87.0,50.0
0,Bull_office_Sally,2017-01-08 11:00:00,86.0,59.0
0,Bull_office_Sally,2017-01-08 12:00:00,82.0,67.0
0,Bull_office_Sally,2017-01-08 13:00:00,85.0,65.0
0,Bull_office_Sally,2017-01-08 14:00:00,89.0,50.0
0,Bull_office_Sally,2017-01-08 15:00:00,83.0,50.5
0,Bull_office_Sally,2017-01-08 16:00:00,84.0,51.0
0,Bull_office_Sally,2017-01-08 17:00:00,90.0,51.5
0,Bull_office_Sally,2017-01-08 18:00:00,54.0,52.0
0,Bull_office_Sally,2017-01-08 19:00:00,52.0,52.25
0,Bull_office_Sally,2017-01-08 20:00:00,51.0,52.5
0,Bull_office_Sally,2017-01-08 21:00:00,52.0,52.75
0,Bull_office_Sally,2017-01-08 22:00:00,53.0,53.0
0,Bull_office_Sally,2017-01-08 23:00:00,51.66666666666666,55.0
0,Fox_education_Charles,2017-01-08 00:00:00,10.03,8.7
0,Fox_education_Charles,2017-01-08 01:00:00,10.08,8.78
0,Fox_education_Charles,2017-01-08 02:00:00,10.16,8.77
0,Fox_education_Charles,2017-01-08 03:00:00,10.09,8.84
0,Fox_education_Charles,2017-01-08 04:00:00,10.03,8.81
0,Fox_education_Charles,2017-01-08 05:00:00,10.1,9.08
0,Fox_education_Charles,2017-01-08 06:00:00,9.77,9.51
0,Fox_education_Charles,2017-01-08 07:00:00,9.11,9.46
0,Fox_education_Charles,2017-01-08 08:00:00,8.17,8.79
0,Fox_education_Charles,2017-01-08 09:00:00,8.48,8.78
0,Fox_education_Charles,2017-01-08 10:00:00,8.12,8.62
0,Fox_education_Charles,2017-01-08 11:00:00,8.51,8.6
0,Fox_education_Charles,2017-01-08 12:00:00,8.68,8.533333333333333
0,Fox_education_Charles,2017-01-08 13:00:00,8.49,8.466666666666667
0,Fox_education_Charles,2017-01-08 14:00:00,8.76,8.4
0,Fox_education_Charles,2017-01-08 15:00:00,8.58,7.99
0,Fox_education_Charles,2017-01-08 16:00:00,8.61,8.06
0,Fox_education_Charles,2017-01-08 17:00:00,8.67,8.52
0,Fox_education_Charles,2017-01-08 18:00:00,8.713333333333333,9.32
0,Fox_education_Charles,2017-01-08 19:00:00,8.756666666666668,8.52
0,Fox_education_Charles,2017-01-08 20:00:00,8.8,8.53
0,Fox_education_Charles,2017-01-08 21:00:00,8.63,8.8
0,Fox_education_Charles,2017-01-08 22:00:00,8.69,9.03
0,Fox_education_Charles,2017-01-08 23:00:00,8.96,9.26
0,Bear_education_Chad,2017-01-08 00:00:00,871.2843,714.5904
0,Bear_education_Chad,2017-01-08 01:00:00,821.7374,783.5714
0,Bear_education_Chad,2017-01-08 02:00:00,853.0926,708.7391
0,Bear_education_Chad,2017-01-08 03:00:00,864.6598,785.6826
0,Bear_education_Chad,2017-01-08 04:00:00,849.3632,793.0681
0,Bear_education_Chad,2017-01-08 05:00:00,884.3396,797.8346
0,Bear_education_Chad,2017-01-08 06:00:00,897.4319,795.5675
0,Bear_education_Chad,2017-01-08 07:00:00,810.7873,835.2488
0,Bear_education_Chad,2017-01-08 08:00:00,887.0367,822.7902
