window,building,timestamp,y_true,y_pred
0,Hog_parking_Antoinette,2017-01-02 00:00:00,18.0,19.878720964618303
0,Hog_parking_Antoinette,2017-01-02 01:00:00,18.2,18.902631358731874
0,Hog_parking_Antoinette,2017-01-02 02:00:00,18.4,18.901024286859652
0,Hog_parking_Antoinette,2017-01-02 03:00:00,18.6,18.34496691435699
0,Hog_parking_Antoinette,2017-01-02 04:00:00,18.8,18.41335702380261
0,Hog_parking_Antoinette,2017-01-02 05:00:00,19.0,20.71590837213596
0,Hog_parking_Antoinette,2017-01-02 06:00:00,18.0,21.05673413662158
0,Hog_parking_Antoinette,2017-01-02 07:00:00,18.285714285714285,23.53914813256444
0,Hog_parking_Antoinette,2017-01-02 08:00:00,18.571428571428573,27.974378804443354
0,Hog_parking_Antoinette,2017-01-02 09:00:00,18.857142857142858,28.20264097346607
0,Hog_parking_Antoinette,2017-01-02 10:00:00,19.142857142857142,29.631972185771176
0,Hog_parking_Antoinette,2017-01-02 11:00:00,19.428571428571427,28.519377798088172
0,Hog_parking_Antoinette,2017-01-02 12:00:00,19.714285714285715,28.37226136005323
0,Hog_parking_Antoinette,2017-01-02 13:00:00,20.0,25.703118340219774
0,Hog_parking_Antoinette,2017-01-02 14:00:00,18.0,25.61177895461338
0,Hog_parking_Antoinette,2017-01-02 15:00:00,19.0,24.28017281227817
0,Hog_parking_Antoinette,2017-01-02 16:00:00,18.0,22.611831127553543
0,Hog_parking_Antoinette,2017-01-02 17:00:00,19.0,19.89538206793495
0,Hog_parking_Antoinette,2017-01-02 18:00:00,20.0,22.087489712971
0,Hog_parking_Antoinette,2017-01-02 19:00:00,17.0,20.133269614481776
0,Hog_parking_Antoinette,2017-01-02 20:00:00,20.0,21.181294812757013
0,Hog_parking_Antoinette,2017-01-02 21:00:00,19.0,21.181294812757013
0,Hog_parking_Antoinette,2017-01-02 22:00:00,19.428571428571427,20.617477573083782
0,Hog_parking_Antoinette,2017-01-02 23:00:00,19.857142857142858,20.787352966329713
0,Hog_parking_Antoinette,2017-01-03 00:00:00,20.285714285714285,20.486610698473104
0,Hog_parking_Antoinette,2017-01-03 01:00:00,20.714285714285715,20.629342358448422
0,Hog_parking_Antoinette,2017-01-03 02:00:00,21.142857142857142,20.6277352865762
0,Hog_parking_Antoinette,2017-01-03 03:00:00,21.57142857142857,20.67671744656014
0,Hog_parking_Antoinette,2017-01-03 04:00:00,22.0,21.357939914341394
0,Hog_parking_Antoinette,2017-01-03 05:00:00,20.0,21.470515855786626
0,Hog_parking_Antoinette,2017-01-03 06:00:00,23.0,23.98645875641041
0,Hog_parking_Antoinette,2017-01-03 07:00:00,25.0,24.8255006678823
0,Hog_parking_Antoinette,2017-01-03 08:00:00,28.0,26.65434931066597
0,Hog_parking_Antoinette,2017-01-03 09:00:00,26.33333333333333,25.97591851013405
0,Hog_parking_Antoinette,2017-01-03 10:00:00,24.666666666666668,25.132410740798278
0,Hog_parking_Antoinette,2017-01-03 11:00:00,23.0,25.088211381919347
0,Hog_parking_Antoinette,2017-01-03 12:00:00,24.0,24.941094943884405
0,Hog_parking_Antoinette,2017-01-03 13:00:00,23.0,23.82336535734561
0,Hog_parking_Antoinette,2017-01-03 14:00:00,24.0,23.48242439507728
0,Hog_parking_Antoinette,2017-01-03 15:00:00,23.0,22.884718896977652
0,Hog_parking_Antoinette,2017-01-03 16:00:00,25.0,20.40627513909664
0,Hog_parking_Antoinette,2017-01-03 17:00:00,21.0,17.019914802824015
0,Hog_parking_Antoinette,2017-01-03 18:00:00,21.444444444444443,18.941402278912822
0,Hog_parking_Antoinette,2017-01-03 19:00:00,21.88888888888889,19.964950016883712
0,Hog_parking_Antoinette,2017-01-03 20:00:00,22.33333333333333,20.27631839052071
0,Hog_parking_Antoinette,2017-01-03 21:00:00,22.77777777777778,20.27631839052071
0,Hog_parking_Antoinette,2017-01-03 22:00:00,23.22222222222222,20.01718308996611
0,Hog_parking_Antoinette,2017-01-03 23:00:00,23.666666666666668,20.409718262346786
0,Hog_parking_Antoinette,2017-01-04 00:00:00,24.11111111111111,20.19259468082725
0,Hog_parking_Antoinette,2017-01-04 01:00:00,24.55555555555556,20.42279877735837
